DESARROLLADORA,PROYECTO,N INMUEBLE,MODELO,AREA TOTAL,QUE FALTA
IMAGINA,ALTO ALBORADA 2,706,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,710,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,804,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,808,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,810,DPTO C210 AL C2310,66.34,vista
URBANA,S14,1101,,66.55,vista
IMAGINA,ALTO ALBORADA 2,908,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1003,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,1008,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1102,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,1106,DPTO C206 AL C2306,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1110,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1203,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,1205,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1209,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1301,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,1303,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,1305,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1307,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1308,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1309,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1310,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1403,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,1408,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1502,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,1508,DPTO C208 AL C2308,64.49,vista
IMAGINA,ALTO ALBORADA 2,1510,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,1603,DPTO C203 AL C2303,66.22,vista
IMAGINA,ALTO ALBORADA 2,1702,DPTO C202 AL C2302,64.11,vista
IMAGINA,ALTO ALBORADA 2,1707,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1801,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,1805,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 2,1809,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,1907,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,1909,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,2009,DPTO C209 AL C2309,66.22,vista
IMAGINA,ALTO ALBORADA 2,2104,DPTO C204 AL C2304,64.45,vista
IMAGINA,ALTO ALBORADA 2,2201,DPTO C201 AL C2301,64.51,vista
IMAGINA,ALTO ALBORADA 2,2207,DPTO C207 AL C2307,73.18,dormitorios; vista
IMAGINA,ALTO ALBORADA 2,2210,DPTO C210 AL C2310,66.34,vista
IMAGINA,ALTO ALBORADA 2,2305,DPTO C205 AL C2305,64.25,vista
IMAGINA,ALTO ALBORADA 1,305,DPTO A205 AL A2005,72.63,dormitorios
IMAGINA,ALTO LIMA PARK,603,DPTO A203 AL A2003,72.42,dormitorios; vista
IMAGINA,ALTO LIMA PARK,902,DPTO A202 AL A2002,72.17,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1602,DPTO A202 AL A2002,72.17,dormitorios; vista
IMAGINA,ALTO LIMA PARK,1808,DPTO A208 AL A2008,72.82,dormitorios; vista
URBANA,S14,1008,,69.41,vista
ALBAMAR,FLEX,2807,O,50.11,dormitorios
ALBAMAR,FLEX,2706,M,66.82,dormitorios
ALBAMAR,FLEX,2811,T,63.98,dormitorios
ALBAMAR,FLEX,2810,S,66.57,dormitorios
ALBAMAR,FLEX,2808,Q,54.02,dormitorios
ALBAMAR,FLEX,2208,Q,54.02,dormitorios
ALBAMAR,FLEX,2806,M,66.82,dormitorios
ALBAMAR,FLEX,2711,T,63.98,dormitorios
ALBAMAR,FLEX,2710,S,66.57,dormitorios
ALBAMAR,FLEX,2708,Q,54.02,dormitorios
ALBAMAR,FLEX,2707,O,50.11,dormitorios
ALBAMAR,FLEX,2207,O,50.11,dormitorios
ALBAMAR,FLEX,2611,T,63.98,dormitorios
ALBAMAR,FLEX,2610,S,66.57,dormitorios
ALBAMAR,FLEX,2606,M,66.82,dormitorios
ALBAMAR,FLEX,2511,T,63.98,dormitorios
ALBAMAR,FLEX,2510,S,66.57,dormitorios
ALBAMAR,FLEX,2508,Q,54.02,dormitorios
ALBAMAR,FLEX,2507,O,50.11,dormitorios
ALBAMAR,FLEX,2506,M,66.82,dormitorios
ALBAMAR,FLEX,2411,T,63.98,dormitorios
ALBAMAR,FLEX,2410,S,66.57,dormitorios
ALBAMAR,FLEX,2408,Q,54.02,dormitorios
ALBAMAR,FLEX,2407,O,50.11,dormitorios
ALBAMAR,FLEX,2406,M,66.82,dormitorios
ALBAMAR,FLEX,2311,T,63.98,dormitorios
ALBAMAR,FLEX,2310,S,66.57,dormitorios
ALBAMAR,FLEX,2307,O,50.11,dormitorios
ALBAMAR,FLEX,2306,M,66.82,dormitorios
ALBAMAR,FLEX,2305,K,60.21,dormitorios
ALBAMAR,FLEX,2304,I,59.55,dormitorios
ALBAMAR,FLEX,2303,G,60.11,dormitorios
ALBAMAR,FLEX,2302,C,65.61,dormitorios
ALBAMAR,FLEX,2211,T,63.98,dormitorios
ALBAMAR,FLEX,2210,S,66.57,dormitorios
IMAGINA,ALTO BELLAVISTA 1,306,DPTO B206 AL B1806,72.64,dormitorios; vista
IMAGINA,ALTO METRO PARK,2102,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,2003,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,2002,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1903,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,1803,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,1802,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1703,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,1702,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1603,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,1602,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1503,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,1502,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1403,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,1402,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1303,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,1302,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1203,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,1202,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1102,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1003,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,902,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,603,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,503,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,502,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,403,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,402,AX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,303,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,203,AX03,72.41,dormitorios
IMAGINA,ALTO METRO PARK,2103,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,2102,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,2003,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,2002,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1903,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1902,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1803,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1802,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1703,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1702,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1603,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1602,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1503,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1502,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1403,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1402,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1303,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1302,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1203,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1202,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,1103,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,1102,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,903,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,902,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,803,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,703,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,702,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,603,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,602,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,403,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,402,BX02,72.17,dormitorios
IMAGINA,ALTO METRO PARK,303,BX03,72.34,dormitorios
IMAGINA,ALTO METRO PARK,302,BX02,72.17,dormitorios
IMAGINA,ALTO BELLAVISTA 1,302,DPTO A202 AL A1802,72.45,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 1,206,DPTO B206 AL B1806,72.64,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 1,202,DPTO A202 AL A1802,72.45,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,1402,DPTO CX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,1301,DPTO CX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,1202,DPTO CX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,902,DPTO CX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,901,DPTO CX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,806,DPTO CX06,72.64,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,802,DPTO CX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,708,DPTO CX08,64.26,vista
IMAGINA,ALTO BELLAVISTA 2,707,DPTO CX07,72.45,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,706,DPTO CX06,72.64,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,702,DPTO DX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,702,DPTO CX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,701,DPTO DX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,608,DPTO DX08,64.26,vista
IMAGINA,ALTO BELLAVISTA 2,607,DPTO CX07,72.45,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,604,DPTO CX04,64.19,vista
IMAGINA,ALTO BELLAVISTA 2,602,DPTO DX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,601,DPTO DX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,601,DPTO CX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,508,DPTO DX08,64.26,vista
IMAGINA,ALTO BELLAVISTA 2,508,DPTO CX08,64.26,vista
IMAGINA,ALTO BELLAVISTA 2,507,DPTO CX07,72.45,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,506,DPTO CX06,72.64,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,505,DPTO CX05,64.12,vista
IMAGINA,ALTO BELLAVISTA 2,502,DPTO DX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,502,DPTO CX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,501,DPTO DX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,501,DPTO CX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,408,DPTO DX08,64.26,vista
IMAGINA,ALTO BELLAVISTA 2,406,DPTO CX06,72.64,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,405,DPTO DX05,64.12,vista
IMAGINA,ALTO BELLAVISTA 2,405,DPTO CX05,64.12,vista
IMAGINA,ALTO BELLAVISTA 2,404,DPTO DX04,64.19,vista
IMAGINA,ALTO BELLAVISTA 2,404,DPTO CX04,64.19,vista
IMAGINA,ALTO BELLAVISTA 2,403,DPTO DX03,63.97,vista
IMAGINA,ALTO BELLAVISTA 2,403,DPTO CX03,63.97,vista
IMAGINA,ALTO BELLAVISTA 2,402,DPTO DX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,402,DPTO CX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,308,DPTO DX08,64.26,vista
IMAGINA,ALTO BELLAVISTA 2,308,DPTO CX08,64.26,vista
IMAGINA,ALTO BELLAVISTA 2,307,DPTO DX07,72.45,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,307,DPTO CX07,72.45,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,306,DPTO CX06,72.64,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,305,DPTO DX05,64.12,vista
IMAGINA,ALTO BELLAVISTA 2,305,DPTO CX05,64.12,vista
IMAGINA,ALTO BELLAVISTA 2,304,DPTO CX04,64.19,vista
IMAGINA,ALTO BELLAVISTA 2,303,DPTO DX03,63.97,vista
IMAGINA,ALTO BELLAVISTA 2,302,DPTO DX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,302,DPTO CX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,301,DPTO DX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,301,DPTO CX01,72.83,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,208,DPTO CX08,64.26,vista
IMAGINA,ALTO BELLAVISTA 2,207,DPTO CX07,72.45,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,206,DPTO DX06,72.64,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,206,DPTO CX06,72.64,dormitorios; vista
IMAGINA,ALTO BELLAVISTA 2,205,DPTO CX05,64.12,vista
IMAGINA,ALTO BELLAVISTA 2,204,DPTO DX04,64.19,vista
IMAGINA,ALTO BELLAVISTA 2,204,DPTO CX04,64.19,vista
IMAGINA,ALTO BELLAVISTA 2,203,DPTO CX03,63.97,vista
IMAGINA,ALTO BELLAVISTA 2,202,DPTO DX02,66.36,vista
IMAGINA,ALTO BELLAVISTA 2,202,DPTO CX02,66.36,vista
ALBAMAR,QUADRA,2007,A,56.07,dormitorios
ALBAMAR,QUADRA,1907,A,56.07,dormitorios
ALBAMAR,QUADRA,1608,I,67.4,dormitorios
ALBAMAR,QUADRA,1607,A,56.07,dormitorios
ALBAMAR,QUADRA,1508,I,67.4,dormitorios
ALBAMAR,QUADRA,1507,A,56.07,dormitorios
ALBAMAR,QUADRA,1408,I,67.4,dormitorios
ALBAMAR,QUADRA,1407,A,56.07,dormitorios
ALBAMAR,QUADRA,1308,I,67.4,dormitorios
ALBAMAR,QUADRA,1307,A,56.07,dormitorios
ALBAMAR,QUADRA,1208,I,67.4,dormitorios
ALBAMAR,QUADRA,1207,A,56.07,dormitorios
ALBAMAR,QUADRA,1108,I,67.4,dormitorios
ALBAMAR,QUADRA,1107,A,56.07,dormitorios
ALBAMAR,QUADRA,1007,A,56.07,dormitorios
ALBAMAR,QUADRA,908,I,67.4,dormitorios
ALBAMAR,QUADRA,907,A,56.07,dormitorios
ALBAMAR,QUADRA,808,I,67.4,dormitorios
ALBAMAR,QUADRA,807,A,56.07,dormitorios
ALBAMAR,QUADRA,708,I,67.4,dormitorios
ALBAMAR,QUADRA,707,A,56.07,dormitorios
ALBAMAR,QUADRA,608,I,67.4,dormitorios
ALBAMAR,QUADRA,607,A,56.07,dormitorios
ALBAMAR,QUADRA,508,I,67.4,dormitorios
ALBAMAR,QUADRA,507,A,56.07,dormitorios
ALBAMAR,QUADRA,408,I,67.4,dormitorios
ALBAMAR,QUADRA,307,A,56.07,dormitorios
ALBAMAR,QUADRA,207,A,56.07,dormitorios
ALBAMAR,GRAN CORNEJO,2108,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,2104,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,2008,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,2004,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1908,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1904,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1808,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1708,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1704,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1608,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1604,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1508,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1507,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,1407,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,1504,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1408,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1404,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1308,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1307,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,1304,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1208,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1207,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,1204,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1108,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1107,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,1104,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,1008,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,1004,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,907,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,904,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,808,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,807,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,804,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,708,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,707,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,704,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,608,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,607,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,604,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,508,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,507,G,2026-12-29 00:00:00,area
ALBAMAR,GRAN CORNEJO,504,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,408,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,404,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,308,H,52.71,dormitorios
ALBAMAR,GRAN CORNEJO,304,D,52.61,dormitorios
ALBAMAR,GRAN CORNEJO,208,H,64.36,dormitorios
FRANCA,PRESTON,1903,3,59.36,entrega
FRANCA,PRESTON,1803,3,59.36,entrega
FRANCA,PRESTON,1703,3,59.36,entrega
FRANCA,PRESTON,1702,2,56.14,entrega
FRANCA,PRESTON,1604,4,40.2,entrega
FRANCA,PRESTON,1603,3,60.93,entrega
FRANCA,PRESTON,1602,2,56.14,entrega
FRANCA,PRESTON,1404,4,40.2,entrega
FRANCA,PRESTON,1304,4,40.2,entrega
FRANCA,PRESTON,1106,6,30.53,entrega
FRANCA,PRESTON,1105,5,39.39,entrega
FRANCA,PRESTON,1104,4,40.2,entrega
FRANCA,PRESTON,1102,2,56.14,entrega
FRANCA,PRESTON,1005,5,39.39,entrega
FRANCA,PRESTON,1004,4,40.2,entrega
FRANCA,PRESTON,1002,2,56.14,entrega
FRANCA,PRESTON,903,3,60.93,entrega
FRANCA,PRESTON,902,2,56.14,entrega
GDC,CASA BARRANCO 195,704,TIPO 4 (X03),56.07,vista
GDC,CASA BARRANCO 195,803,TIPO 3 (X03),55.42,vista
GDC,CASA BARRANCO 195,504,TIPO 4 (X02),54.89,vista
GDC,CASA BARRANCO 195,304,TIPO 4 (X02),54.89,vista
GDC,CASA BARRANCO 195,204,TIPO 4 (X01),55.41,vista
GDC,CASA BARRANCO 695,802,TIPO 6,89.25,vista
GRUPO T&C,ASPIRIA,1301,TIPO 1_301 AL 1301,59.12,dormitorios
GRUPO T&C,CATALINO,110,PENDIENTE,70,dormitorios
FRANCA,PRESTON,702,2,56.14,entrega
GRUPO T&C,MINIMAL,3004,"TIPO5 (203, 305-2905 IMPARES, 404-3004 PARES)",75.74,banco
GRUPO T&C,MINIMAL,3003,TIPO4 (1003-3003_SOLO PISOS PARES),58.76,banco
GRUPO T&C,MINIMAL,3002,TIPO14 (402-3002_SOLO PISOS PARES),45.33,banco
GRUPO T&C,MINIMAL,3001,TIPO1 (301-3001),52.79,banco
ALBAMAR,RE+COLONIAL,910,JAA,48.81,dormitorios
GRUPO T&C,MINIMAL,2913,"TIPO13 (211, 313-2913 IMPARES, 412-3012 PARES)",29.31,banco
GRUPO T&C,MINIMAL,2911,"TIPO11 (209, 311-2911 IMPARES, 410-3010 PARES)",24.14,banco
ALBAMAR,RE+COLONIAL,810,JAA,48.81,dormitorios
GRUPO T&C,MINIMAL,2909,"TIPO9 (207, 309-2909 IMPARES, 408-3008 PARES)",41.45,banco
GRUPO T&C,MINIMAL,2906,"TIPO6 (204, 306-2906 IMPARES, 405-3005 PARES)",26.57,banco
GRUPO T&C,MINIMAL,2905,"TIPO5 (203, 305-2905 IMPARES, 404-3004 PARES)",75.74,banco
GRUPO T&C,MINIMAL,2904,"TIPO4 (304-2904_SOLO PISOS IMPARES, 403,603,803)",58.76,banco
GRUPO T&C,MINIMAL,2901,TIPO1 (301-3001),52.79,banco
GRUPO T&C,MINIMAL,2812,"TIPO13 (211, 313-2913 IMPARES, 412-3012 PARES)",29.31,banco
GRUPO T&C,MINIMAL,2810,"TIPO11 (209, 311-2911 IMPARES, 410-3010 PARES)",24.14,banco
GRUPO T&C,MINIMAL,2809,"TIPO10 (208, 310-2910 IMPARES, 409-3009 PARES)",27.57,banco
ALBAMAR,FLEX,2104,I,59.55,dormitorios
ALBAMAR,RE+COLONIAL,710,JAA,48.81,dormitorios
ALBAMAR,RE+COLONIAL,410,JAA,48.81,dormitorios
GRUPO T&C,MINIMAL,2808,"TIPO9 (207, 309-2909 IMPARES, 408-3008 PARES)",41.45,banco
GRUPO T&C,MINIMAL,2807,"TIPO8 (206, 308-2908 IMPARES, 407-3007 PARES)",41.29,banco
ALBAMAR,FLEX,305,K,60.21,dormitorios
ALBAMAR,FLEX,205,K,60.21,dormitorios
GRUPO T&C,MINIMAL,2806,"TIPO7 (205, 307-2907 IMPARES, 406-3006 PARES",26.47,banco
ALBAMAR,FLEX,2804,I,59.55,dormitorios
GRUPO T&C,MINIMAL,2805,"TIPO6 (204, 306-2906 IMPARES, 405-3005 PARES)",26.57,banco
ALBAMAR,RE+COLONIAL,310,JAA,48.81,dormitorios
ALBAMAR,FLEX,2604,I,59.55,dormitorios
GRUPO T&C,MINIMAL,2804,"TIPO5 (203, 305-2905 IMPARES, 404-3004 PARES)",75.74,banco
GRUPO T&C,MINIMAL,2803,TIPO4 (1003-3003_SOLO PISOS PARES),58.76,banco
ALBAMAR,FLEX,2304,I,59.55,dormitorios
GRUPO T&C,MINIMAL,2801,TIPO1 (301-3001),52.79,banco
GRUPO T&C,MINIMAL,2713,"TIPO13 (211, 313-2913 IMPARES, 412-3012 PARES)",29.31,banco
GRUPO T&C,MINIMAL,2712,"TIPO12 (210, 312-2912 IMPARES, 411-3011 PARES)",23.97,banco
GRUPO T&C,MINIMAL,2711,"TIPO11 (209, 311-2911 IMPARES, 410-3010 PARES)",24.14,banco
ALBAMAR,RE+COLONIAL,1809,IZ,56.7,dormitorios
ALBAMAR,FLEX,2703,G,60.11,dormitorios
GRUPO T&C,MINIMAL,2710,"TIPO10 (208, 310-2910 IMPARES, 409-3009 PARES)",27.57,banco
GRUPO T&C,MINIMAL,2709,"TIPO9 (207, 309-2909 IMPARES, 408-3008 PARES)",41.45,banco
GRUPO T&C,MINIMAL,2708,"TIPO8 (206, 308-2908 IMPARES, 407-3007 PARES)",41.29,banco
GRUPO T&C,MINIMAL,2706,"TIPO6 (204, 306-2906 IMPARES, 405-3005 PARES)",26.57,banco
ALBAMAR,RE+COLONIAL,1709,IZ,56.7,dormitorios
GRUPO T&C,MINIMAL,2705,"TIPO5 (203, 305-2905 IMPARES, 404-3004 PARES)",75.74,banco
GRUPO T&C,MINIMAL,2704,"TIPO4 (304-2904_SOLO PISOS IMPARES, 403,603,803)",58.76,banco
GRUPO T&C,MINIMAL,2701,TIPO1 (301-3001),52.79,banco
GRUPO T&C,MINIMAL,2612,"TIPO13 (211, 313-2913 IMPARES, 412-3012 PARES)",29.31,banco
ALBAMAR,RE+COLONIAL,1609,IZ,56.7,dormitorios
GRUPO T&C,MINIMAL,2611,"TIPO12 (210, 312-2912 IMPARES, 411-3011 PARES)",23.97,banco
GRUPO T&C,MINIMAL,2610,"TIPO11 (209, 311-2911 IMPARES, 410-3010 PARES)",24.14,banco
GRUPO T&C,MINIMAL,2609,"TIPO10 (208, 310-2910 IMPARES, 409-3009 PARES)",27.57,banco
GRUPO T&C,MINIMAL,2608,"TIPO9 (207, 309-2909 IMPARES, 408-3008 PARES)",41.45,banco
ALBAMAR,RE+COLONIAL,1109,IZ,58.62,dormitorios
GRUPO T&C,MINIMAL,2607,"TIPO8 (206, 308-2908 IMPARES, 407-3007 PARES)",41.29,banco
GRUPO T&C,MINIMAL,2606,"TIPO7 (205, 307-2907 IMPARES, 406-3006 PARES",26.47,banco
GRUPO T&C,MINIMAL,2605,"TIPO6 (204, 306-2906 IMPARES, 405-3005 PARES)",26.57,banco
GRUPO T&C,MINIMAL,2604,"TIPO5 (203, 305-2905 IMPARES, 404-3004 PARES)",75.74,banco
ALBAMAR,RE+COLONIAL,1009,IZ,58.62,dormitorios
GRUPO T&C,MINIMAL,2602,TIPO14 (402-3002_SOLO PISOS PARES),45.33,banco
GRUPO T&C,MINIMAL,2601,TIPO1 (301-3001),52.79,banco
